total_rooms,total_bedrooms,population,households,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,longitude,latitude,housing_median_age,median_income
0.6909765052061148,0.6838649447800376,0.6033492253890487,0.6744636348223199,0.0,0.0,0.0,1.0,0.0,0.1971971971971982,0.5749202975557921,0.42,0.11666045985572614
0.8779001210298554,0.9251946558568256,0.7888037408143826,0.9103676258003291,0.0,1.0,0.0,0.0,0.0,0.28928928928928954,0.6429330499468655,0.32,0.13962566033571955
0.4803210735891821,0.3767133322476939,0.3547986271382956,0.36411286198047377,0.0,1.0,0.0,0.0,0.0,0.29929929929929955,0.5600425079702447,0.7,0.18227334795382133
0.7376864757732368,0.7262403901936126,0.6296718838831301,0.7154865386769763,1.0,0.0,0.0,0.0,0.0,0.2342342342342345,0.5090329436769392,0.5,0.25611370877643064
0.6392513915491957,0.5433939424940032,0.4995746560998162,0.5560480806088043,0.0,1.0,0.0,0.0,0.0,0.29529529529529697,0.6429330499468655,0.5599999999999999,0.3327126522392795
0.6275536122262045,0.5764469710787713,0.552464304521731,0.5864896489629897,1.0,0.0,0.0,0.0,0.0,0.23223223223223144,0.5111583421891606,0.8,0.21028675466545294
0.7561615539976638,0.7252454703365298,0.5766811622268467,0.6795152558902434,0.0,1.0,0.0,0.0,0.0,0.7887887887887892,0.12114771519659939,0.27999999999999997,0.11868112163970156
0.6534995504811896,0.5815587583444544,0.5432803841286553,0.5792493771237007,0.0,1.0,0.0,0.0,0.0,0.21221221221221143,0.7449521785334747,0.54,0.18965945297306247
0.6928680413075964,0.6815580904280756,0.6391792082236494,0.6795152558902434,0.0,0.0,0.0,0.0,1.0,0.6026026026026035,0.12646121147715172,0.88,0.09770899711728116
0.49673863748213154,0.46213504270337746,0.39007625478083485,0.46438390282932973,1.0,0.0,0.0,0.0,0.0,0.5935935935935941,0.144527098831031,0.62,0.19592833202300658
0.6379308710208941,0.5993378431626255,0.5824107359492969,0.598502218389376,0.0,0.0,0.0,0.0,1.0,0.7137137137137142,0.026567481402762994,0.84,0.11343291816664598
0.6319509183365222,0.539299348109287,0.5355122500245333,0.556680978002789,0.0,1.0,0.0,0.0,0.0,0.6996996996996998,0.15834218916046794,0.16,0.3613329471317637
0.5873222473567831,0.5149808787340953,0.48830779079727793,0.501844885971668,0.0,1.0,0.0,0.0,0.0,0.18518518518518512,0.8575982996811904,0.32,0.12613619122494862
0.6851955955281738,0.6195537982750944,0.5992245570987702,0.6279903027263691,1.0,0.0,0.0,0.0,0.0,0.6196196196196198,0.1360255047821468,0.72,0.2634722279692694
0.6331743395034979,0.5935243913846181,0.5544953919039436,0.5829194031227222,1.0,0.0,0.0,0.0,0.0,0.596596596596596,0.14771519659936239,0.68,0.2456931628529262
0.774980552815927,0.7534266644953876,0.6855620802081486,0.754205378642325,0.0,1.0,0.0,0.0,0.0,0.5405405405405403,0.3049946865037194,0.09999999999999999,0.17888718776292745
0.6385931978408391,0.5683825103549445,0.543450978562343,0.5749254983277728,0.0,1.0,0.0,0.0,0.0,0.40340340340340397,0.48565356004250804,0.33999999999999997,0.14961862594998693
0.6139786841541955,0.5888691155081607,0.606249780369748,0.5874921420377721,1.0,0.0,0.0,0.0,0.0,0.6116116116116128,0.1594048884165784,0.66,0.16236327774789316
0.725456641731266,0.6756057378587895,0.6270640459293706,0.6684033881576734,1.0,0.0,0.0,0.0,0.0,0.6306306306306304,0.14877789585547285,0.7,0.32233348505537857
0.7119915002547694,0.6646853197327754,0.6118403468737316,0.657148027776205,1.0,0.0,0.0,0.0,0.0,0.6326326326326335,0.14877789585547285,0.62,0.24817588722914163
0.6460791074581124,0.5748735048652408,0.564003015792728,0.5765636811716757,1.0,0.0,0.0,0.0,0.0,0.6376376376376367,0.16365568544102027,0.7,0.27640308409539177
0.6540712331787611,0.6751175954590557,0.5951642424970903,0.6609128664499635,1.0,0.0,0.0,0.0,0.0,0.38538538538538525,0.25611052072263574,0.12000000000000001,0.12095695231789909
0.623442455168136,0.544730711836779,0.5102917382355722,0.543404433900204,0.0,1.0,0.0,0.0,0.0,0.320320320320322,0.686503719447396,0.3,0.3112163970152136
0.7397941339034968,0.7465436571950725,0.7364833917941863,0.7472918900635972,1.0,0.0,0.0,0.0,0.0,0.6026026026026035,0.1551540913921361,0.74,0.11207431621632806
0.6721071133650431,0.6261266465137272,0.5831374705194354,0.6298117737438844,0.0,0.0,0.0,1.0,0.0,0.21321321321321385,0.5483528161530291,0.45999999999999996,0.24138287747755205
0.7207532645332595,0.7150349451841591,0.6700908836908291,0.7149200707027348,0.0,0.0,0.0,1.0,0.0,0.22322322322322385,0.5409139213602554,0.52,0.1366119088012579
0.7843579695649021,0.7820800361838097,0.6646920972982465,0.7800986630771988,0.0,0.0,0.0,1.0,0.0,0.18618618618618754,0.5547290116896919,0.58,0.28312712928097544
0.7131782366479107,0.7178838863397479,0.7240871883369812,0.7166121966123,1.0,0.0,0.0,0.0,0.0,0.26726726726726824,0.43995749202975576,0.45999999999999996,0.11563288782223695
0.7195343248624368,0.678496810963993,0.6292682849970699,0.683421148401102,1.0,0.0,0.0,0.0,0.0,0.36336336336336394,0.31455897980871406,0.27999999999999997,0.19181804388904983
0.6157357834768981,0.5638683320918072,0.5406906441079538,0.5502104104343878,0.0,1.0,0.0,0.0,0.0,0.3623623623623615,0.5239107332624866,0.64,0.12443966290120138
0.6385931978408391,0.663888168205735,0.5526218212122371,0.6483390554011187,1.0,0.0,0.0,0.0,0.0,0.6376376376376367,0.14133900106269914,0.18000000000000002,0.0676128605122688
0.7844615289247077,0.7311041586054321,0.6750848850129836,0.7266776594134194,0.0,0.0,0.0,0.0,1.0,0.7277277277277285,0.013815090329437396,0.27999999999999997,0.3345195238686363
0.7121559840299964,0.6843214561692632,0.629187395064427,0.6876807419675313,1.0,0.0,0.0,0.0,0.0,0.6046046046046047,0.16578108395324165,0.94,0.2177900994469042
0.7150736554135924,0.678496810963993,0.6556699658347835,0.6775178644581081,0.0,0.0,0.0,1.0,0.0,0.18818818818818883,0.55047821466525,0.72,0.24187252589619457
0.6829433704649305,0.6232462227967065,0.6123098127409816,0.6287219255382591,1.0,0.0,0.0,0.0,0.0,0.626626626626626,0.14984059511158376,0.68,0.3252575826540324
0.4898680565910857,0.39471900027917795,0.38613075084262927,0.38199054979019165,0.0,1.0,0.0,0.0,0.0,0.3103103103103102,0.5589798087141338,0.72,0.2480862332933339
0.7149936893752746,0.6584454622218286,0.6287820902267548,0.6681334477644272,0.0,1.0,0.0,0.0,0.0,0.5075075075075084,0.3432518597236984,0.5,0.2546033847808996
0.6367616961096203,0.6161387417203857,0.5605290636575134,0.6060851096640023,1.0,0.0,0.0,0.0,0.0,0.7337337337337342,0.026567481402762994,0.62,0.14921173501055157
0.6173632055327757,0.5480138544119272,0.5867038486926688,0.5554121183244481,1.0,0.0,0.0,0.0,0.0,0.6356356356356354,0.1594048884165784,0.7,0.2943407677135488
0.6798635837988586,0.6829470968432793,0.6733890883786982,0.686746033715064,1.0,0.0,0.0,0.0,0.0,0.6096096096096115,0.14984059511158376,0.74,0.08812981889904968
0.8137542011741484,0.7637351075583145,0.7308374542909536,0.7665178395599402,1.0,0.0,0.0,0.0,0.0,0.27427427427427453,0.4824654622741762,0.32,0.40905642680790616
0.5877240581264895,0.5573944390385328,0.5744893640635218,0.5652354590733604,1.0,0.0,0.0,0.0,0.0,0.6096096096096115,0.15302869287991472,0.72,0.15047378656846117
0.6878673227659807,0.6859067703777453,0.6724484143657805,0.689300642128444,1.0,0.0,0.0,0.0,0.0,0.5995995995995997,0.1594048884165784,0.5599999999999999,0.10799161390877367
0.5917888634119197,0.5467105048668612,0.5883310707017814,0.550872003546847,0.0,1.0,0.0,0.0,0.0,0.36336336336336394,0.4442082890541976,0.33999999999999997,0.13793602846857284
0.7701848731246596,0.6983493769891963,0.6487142242527868,0.6996884263917753,0.0,0.0,0.0,1.0,0.0,0.21221221221221143,0.5653560042507966,0.64,0.583247127625826
0.7401413516925571,0.7178838863397479,0.6768630405139128,0.7186511726530843,0.0,1.0,0.0,0.0,0.0,0.3843843843843864,0.5058448459086078,0.7,0.1247982786444325
0.803984798716849,0.7972037482538062,0.653135228460615,0.796026619028912,0.0,0.0,0.0,1.0,0.0,0.2222222222222232,0.5664187035069075,0.45999999999999996,0.1666735631232673
0.6886404158885924,0.6153675331484568,0.5723876449131922,0.6172950733526372,0.0,0.0,0.0,1.0,0.0,0.2212212212212208,0.5483528161530291,0.6,0.2646584185045724
